EM,EN,unicode,label,strategy,image
🤵🤵‍♂️❌,inadequate staff,U+1F935 U+1F935 U+200D U+2642 U+FE0F U+274C,0,6,./generated_img_dataset/train_google/2152.png
❌🧑‍🏫,inadequate staff,U+274C U+1F9D1 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2153.png
👍🔦,idyllic life,U+1F44D U+1F526,0,6,./generated_img_dataset/train_google/2154.png
✨🏞️,idyllic life,U+2728 U+1F3DE U+FE0F,0,6,./generated_img_dataset/train_google/2155.png
😃🕶️🌴,idyllic life,U+1F603 U+1F576 U+FE0F U+1F334,0,6,./generated_img_dataset/train_google/2156.png
😁🌥️🍱🏕️,idyllic life,U+1F601 U+1F325 U+FE0F U+1F371 U+1F3D5 U+FE0F,0,6,./generated_img_dataset/train_google/2157.png
🎉🙌💯🏖️,idyllic life,U+1F389 U+1F64C U+1F4AF U+1F3D6 U+FE0F,0,6,./generated_img_dataset/train_google/2158.png
👩🌴🧉,idyllic life,U+1F469 U+1F334 U+1F9C9,0,6,./generated_img_dataset/train_google/2159.png
😃🕶️🌴,idyllic life,U+1F603 U+1F576 U+FE0F U+1F334,0,6,./generated_img_dataset/train_google/2160.png
😃🕶️🌴,idyllic life,U+1F603 U+1F576 U+FE0F U+1F334,0,6,./generated_img_dataset/train_google/2161.png
😁🏡🛌,idyllic spot,U+1F601 U+1F3E1 U+1F6CC,0,6,./generated_img_dataset/train_google/2162.png
🎉🙌💯👨‍👩‍👧‍👦,idyllic spot,U+1F389 U+1F64C U+1F4AF U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,0,6,./generated_img_dataset/train_google/2163.png
👩🥱😴,idyllic spot,U+1F469 U+1F971 U+1F634,0,6,./generated_img_dataset/train_google/2164.png
🎉🙌💯👨‍👩‍👧‍👦,idyllic spot,U+1F389 U+1F64C U+1F4AF U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,0,6,./generated_img_dataset/train_google/2165.png
🧖‍♀️💆‍♂️🧖‍♂️😇,idyllic spot,U+1F9D6 U+200D U+2640 U+FE0F U+1F486 U+200D U+2642 U+FE0F U+1F9D6 U+200D U+2642 U+FE0F U+1F607,0,6,./generated_img_dataset/train_google/2166.png
👩🥱😴,idyllic spot,U+1F469 U+1F971 U+1F634,0,6,./generated_img_dataset/train_google/2167.png
💁💁‍♀️👜💸,idyllic spot,U+1F481 U+1F481 U+200D U+2640 U+FE0F U+1F45C U+1F4B8,0,6,./generated_img_dataset/train_google/2168.png
💁💁‍♀️👜💸,idyllic spot,U+1F481 U+1F481 U+200D U+2640 U+FE0F U+1F45C U+1F4B8,0,6,./generated_img_dataset/train_google/2169.png
🏡🥰🍼👶💰,domestic worry,U+1F3E1 U+1F970 U+1F37C U+1F476 U+1F4B0,0,6,./generated_img_dataset/train_google/2170.png
🏠🧹,domestic worry,U+1F3E0 U+1F9F9,0,6,./generated_img_dataset/train_google/2171.png
🏠🐕,domestic worry,U+1F3E0 U+1F415,0,6,./generated_img_dataset/train_google/2172.png
🏠🐄🐐🦮🐔🏠,domestic worry,U+1F3E0 U+1F404 U+1F410 U+1F9AE U+1F414 U+1F3E0,0,6,./generated_img_dataset/train_google/2173.png
🏠😃,domestic worry,U+1F3E0 U+1F603,0,6,./generated_img_dataset/train_google/2174.png
🏠🧹,domestic worry,U+1F3E0 U+1F9F9,0,6,./generated_img_dataset/train_google/2175.png
🏠😄,domestic worry,U+1F3E0 U+1F604,0,6,./generated_img_dataset/train_google/2176.png
👧😁😂,domestic worry,U+1F467 U+1F601 U+1F602,0,6,./generated_img_dataset/train_google/2177.png
🏠🙍‍♀️,domestic happiness,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2178.png
🏠🧹,domestic happiness,U+1F3E0 U+1F9F9,0,6,./generated_img_dataset/train_google/2179.png
🏠🥺,domestic happiness,U+1F3E0 U+1F97A,0,6,./generated_img_dataset/train_google/2180.png
😟🏚️💸🥣👶,domestic happiness,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,./generated_img_dataset/train_google/2181.png
🏠🧹,domestic happiness,U+1F3E0 U+1F9F9,0,6,./generated_img_dataset/train_google/2182.png
🏠🐶🐱,domestic happiness,U+1F3E0 U+1F436 U+1F431,0,6,./generated_img_dataset/train_google/2183.png
😟🏚️💸🥣👶,domestic happiness,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,./generated_img_dataset/train_google/2184.png
🐶🐱🐰,domestic happiness,U+1F436 U+1F431 U+1F430,0,6,./generated_img_dataset/train_google/2185.png
😟🏚️💸🥣👶,domestic chore,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,./generated_img_dataset/train_google/2186.png
👧😟😰,domestic chore,U+1F467 U+1F61F U+1F630,0,6,./generated_img_dataset/train_google/2187.png
🏠🥰,domestic chore,U+1F3E0 U+1F970,0,6,./generated_img_dataset/train_google/2188.png
🏠🐶🐱😍,domestic chore,U+1F3E0 U+1F436 U+1F431 U+1F60D,0,6,./generated_img_dataset/train_google/2189.png
🏠🥺,domestic chore,U+1F3E0 U+1F97A,0,6,./generated_img_dataset/train_google/2190.png
😟🏚️💸🥣👶,domestic chore,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,./generated_img_dataset/train_google/2191.png
🏡🥺😟,domestic chore,U+1F3E1 U+1F97A U+1F61F,0,6,./generated_img_dataset/train_google/2192.png
🏠🙍‍♀️,domestic chore,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2193.png
😤🧹🧽🗑️,domestic animal,U+1F624 U+1F9F9 U+1F9FD U+1F5D1 U+FE0F,0,6,./generated_img_dataset/train_google/2194.png
🏠🥰,domestic animal,U+1F3E0 U+1F970,0,6,./generated_img_dataset/train_google/2195.png
🏠🙍‍♀️,domestic animal,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2196.png
🏠🙍‍♀️,domestic animal,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2197.png
😀😃😄,domestic animal,U+1F600 U+1F603 U+1F604,0,6,./generated_img_dataset/train_google/2198.png
😀😃😄,domestic animal,U+1F600 U+1F603 U+1F604,0,6,./generated_img_dataset/train_google/2199.png
🧹🧼🧴😷,domestic animal,U+1F9F9 U+1F9FC U+1F9F4 U+1F637,0,6,./generated_img_dataset/train_google/2200.png
🏠⌨️,domestic animal,U+1F3E0 U+2328 U+FE0F,0,6,./generated_img_dataset/train_google/2201.png
🎓🧪,intelligent question,U+1F393 U+1F9EA,0,6,./generated_img_dataset/train_google/2202.png
🤓🔍,intelligent question,U+1F913 U+1F50D,0,6,./generated_img_dataset/train_google/2203.png
🧠❗❗,intelligent question,U+1F9E0 U+2757 U+2757,0,6,./generated_img_dataset/train_google/2204.png
🧠❗❗,intelligent question,U+1F9E0 U+2757 U+2757,0,6,./generated_img_dataset/train_google/2205.png
🎓🧪,intelligent question,U+1F393 U+1F9EA,0,6,./generated_img_dataset/train_google/2206.png
🤓🔍,intelligent question,U+1F913 U+1F50D,0,6,./generated_img_dataset/train_google/2207.png
💡✅,intelligent question,U+1F4A1 U+2705,0,6,./generated_img_dataset/train_google/2208.png
🧠💡,intelligent question,U+1F9E0 U+1F4A1,0,6,./generated_img_dataset/train_google/2209.png
🙋🧠💭🧑‍🎓,intelligent life,U+1F64B U+1F9E0 U+1F4AD U+1F9D1 U+200D U+1F393,0,6,./generated_img_dataset/train_google/2210.png
🤓💡,intelligent life,U+1F913 U+1F4A1,0,6,./generated_img_dataset/train_google/2211.png
🙋🧠💭🧑‍🎓,intelligent life,U+1F64B U+1F9E0 U+1F4AD U+1F9D1 U+200D U+1F393,0,6,./generated_img_dataset/train_google/2212.png
💡✅,intelligent life,U+1F4A1 U+2705,0,6,./generated_img_dataset/train_google/2213.png
💡✅,intelligent life,U+1F4A1 U+2705,0,6,./generated_img_dataset/train_google/2214.png
🧠❗❗,intelligent life,U+1F9E0 U+2757 U+2757,0,6,./generated_img_dataset/train_google/2215.png
🧠❓💬,intelligent life,U+1F9E0 U+2753 U+1F4AC,0,6,./generated_img_dataset/train_google/2216.png
👨‍🎓❓,intelligent life,U+1F468 U+200D U+1F393 U+2753,0,6,./generated_img_dataset/train_google/2217.png
🧐❓,intelligent solution,U+1F9D0 U+2753,0,6,./generated_img_dataset/train_google/2218.png
🤓🐶🦊🐻🦑🌳🐳🤓,intelligent solution,U+1F913 U+1F436 U+1F98A U+1F43B U+1F991 U+1F333 U+1F433 U+1F913,0,6,./generated_img_dataset/train_google/2219.png
🤖🐾,intelligent solution,U+1F916 U+1F43E,0,6,./generated_img_dataset/train_google/2220.png
🧑‍🎓🤓,intelligent solution,U+1F9D1 U+200D U+1F393 U+1F913,0,6,./generated_img_dataset/train_google/2221.png
🧠🤔,intelligent solution,U+1F9E0 U+1F914,0,6,./generated_img_dataset/train_google/2222.png
🧐❓,intelligent solution,U+1F9D0 U+2753,0,6,./generated_img_dataset/train_google/2223.png
🤔🤓❓,intelligent solution,U+1F914 U+1F913 U+2753,0,6,./generated_img_dataset/train_google/2224.png
👍👨‍🏫,intelligent solution,U+1F44D U+1F468 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2225.png
🔂😖,constant lover,U+1F502 U+1F616,0,6,./generated_img_dataset/train_google/2226.png
🦴🔨🧑‍🦽⏳😭,constant lover,U+1F9B4 U+1F528 U+1F9D1 U+200D U+1F9BD U+23F3 U+1F62D,0,6,./generated_img_dataset/train_google/2227.png
🔂😖,constant lover,U+1F502 U+1F616,0,6,./generated_img_dataset/train_google/2228.png
🦴🔨🧑‍🦽⏳😭,constant lover,U+1F9B4 U+1F528 U+1F9D1 U+200D U+1F9BD U+23F3 U+1F62D,0,6,./generated_img_dataset/train_google/2229.png
⏳😣🤕,constant lover,U+23F3 U+1F623 U+1F915,0,6,./generated_img_dataset/train_google/2230.png
😥💉🤕,constant lover,U+1F625 U+1F489 U+1F915,0,6,./generated_img_dataset/train_google/2231.png
⏳😣🤕,constant lover,U+23F3 U+1F623 U+1F915,0,6,./generated_img_dataset/train_google/2232.png
🤕🧑‍⚕️,constant lover,U+1F915 U+1F9D1 U+200D U+2695 U+FE0F,0,6,./generated_img_dataset/train_google/2233.png
💘👩‍❤️‍👨🔃,constant pain,U+1F498 U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468 U+1F503,0,6,./generated_img_dataset/train_google/2234.png
🙍‍♀️❤️🙍‍♂️♾️,constant pain,U+1F64D U+200D U+2640 U+FE0F U+2764 U+FE0F U+1F64D U+200D U+2642 U+FE0F U+267E U+FE0F,0,6,./generated_img_dataset/train_google/2235.png
💍👰‍♂️👰‍♀️🤵‍♂️💑,constant pain,U+1F48D U+1F470 U+200D U+2642 U+FE0F U+1F470 U+200D U+2640 U+FE0F U+1F935 U+200D U+2642 U+FE0F U+1F491,0,6,./generated_img_dataset/train_google/2236.png
💘👩‍❤️‍👨🔃,constant pain,U+1F498 U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468 U+1F503,0,6,./generated_img_dataset/train_google/2237.png
💍👰‍♂️👰‍♀️🤵‍♂️💑,constant pain,U+1F48D U+1F470 U+200D U+2642 U+FE0F U+1F470 U+200D U+2640 U+FE0F U+1F935 U+200D U+2642 U+FE0F U+1F491,0,6,./generated_img_dataset/train_google/2239.png
👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,constant pain,U+1F46C U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+23F3 U+231B U+1F49E U+1F468 U+200D U+1F9B3 U+1F468 U+200D U+1F9B3,0,6,./generated_img_dataset/train_google/2240.png
🧬☮️,internal organ,U+1F9EC U+262E U+FE0F,0,6,./generated_img_dataset/train_google/2242.png
📲🕹️👩‍💻,internal organ,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,./generated_img_dataset/train_google/2243.png
💭💭,internal organ,U+1F4AD U+1F4AD,0,6,./generated_img_dataset/train_google/2244.png
🦿👩‍🔧,internal organ,U+1F9BF U+1F469 U+200D U+1F527,0,6,./generated_img_dataset/train_google/2245.png
⚙️⚙️⚙️,internal organ,U+2699 U+FE0F U+2699 U+FE0F U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/2246.png
🤓🧠,internal organ,U+1F913 U+1F9E0,0,6,./generated_img_dataset/train_google/2247.png
📲🕹️👩‍💻,internal organ,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,./generated_img_dataset/train_google/2248.png
🔃⚙️,internal organ,U+1F503 U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/2249.png
🧬⚙️,internal sense,U+1F9EC U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/2250.png
📲🕹️👩‍💻,internal sense,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,./generated_img_dataset/train_google/2251.png
🦿👩‍🔧,internal sense,U+1F9BF U+1F469 U+200D U+1F527,0,6,./generated_img_dataset/train_google/2252.png
👨‍💼👈🧠🫀🫁,internal sense,U+1F468 U+200D U+1F4BC U+1F448 U+1F9E0 U+1FAC0 U+1FAC1,0,6,./generated_img_dataset/train_google/2253.png
🧬⚙️,internal sense,U+1F9EC U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/2254.png
🧠👨‍⚕️🩺,internal sense,U+1F9E0 U+1F468 U+200D U+2695 U+FE0F U+1FA7A,0,6,./generated_img_dataset/train_google/2255.png
📲🕹️👩‍💻,internal sense,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,./generated_img_dataset/train_google/2256.png
🦿👩‍🔧,internal sense,U+1F9BF U+1F469 U+200D U+1F527,0,6,./generated_img_dataset/train_google/2257.png
🧠👀🫀,internal mechanism,U+1F9E0 U+1F440 U+1FAC0,0,6,./generated_img_dataset/train_google/2258.png
🧠👨‍⚕️🩺,internal mechanism,U+1F9E0 U+1F468 U+200D U+2695 U+FE0F U+1FA7A,0,6,./generated_img_dataset/train_google/2259.png
🫀🫁,internal mechanism,U+1FAC0 U+1FAC1,0,6,./generated_img_dataset/train_google/2260.png
🫀🧠🫁,internal mechanism,U+1FAC0 U+1F9E0 U+1FAC1,0,6,./generated_img_dataset/train_google/2261.png
🧠👀🫀,internal mechanism,U+1F9E0 U+1F440 U+1FAC0,0,6,./generated_img_dataset/train_google/2262.png
🧘‍♀️,internal mechanism,U+1F9D8 U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2263.png
👨‍💼👈🧠🫀🫁,internal mechanism,U+1F468 U+200D U+1F4BC U+1F448 U+1F9E0 U+1FAC0 U+1FAC1,0,6,./generated_img_dataset/train_google/2264.png
👉👀👈,internal mechanism,U+1F449 U+1F440 U+1F448,0,6,./generated_img_dataset/train_google/2265.png
☀️🙋🏻‍♀️,dry paint,U+2600 U+FE0F U+1F64B U+1F3FB U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2266.png
🏜️🥳,dry paint,U+1F3DC U+FE0F U+1F973,0,6,./generated_img_dataset/train_google/2267.png
♨️🌇,dry paint,U+2668 U+FE0F U+1F307,0,6,./generated_img_dataset/train_google/2268.png
🏜️🗣️,dry paint,U+1F3DC U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2269.png
♨️🌎🌡️,dry paint,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,./generated_img_dataset/train_google/2270.png
🚱🏜️🌵,dry paint,U+1F6B1 U+1F3DC U+FE0F U+1F335,0,6,./generated_img_dataset/train_google/2271.png
🏝️🏙️☀️,dry paint,U+1F3DD U+FE0F U+1F3D9 U+FE0F U+2600 U+FE0F,0,6,./generated_img_dataset/train_google/2272.png
🌪️🏝️,dry paint,U+1F32A U+FE0F U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/2273.png
🌵🥵🥵🥵🥵,dry land,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,./generated_img_dataset/train_google/2274.png
☀️🙋🏻‍♀️,dry land,U+2600 U+FE0F U+1F64B U+1F3FB U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2275.png
😩🙄✍🏻📝,dry land,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,./generated_img_dataset/train_google/2276.png
🏜️🥳,dry land,U+1F3DC U+FE0F U+1F973,0,6,./generated_img_dataset/train_google/2277.png
🌵🥵🥵🥵🥵,dry land,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,./generated_img_dataset/train_google/2278.png
🙋😑😑😑,dry land,U+1F64B U+1F611 U+1F611 U+1F611,0,6,./generated_img_dataset/train_google/2279.png
♨️🌎🌡️,dry land,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,./generated_img_dataset/train_google/2280.png
♨️🌎🌡️,dry land,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,./generated_img_dataset/train_google/2281.png
❌💦🎨,dry critique,U+274C U+1F4A6 U+1F3A8,0,6,./generated_img_dataset/train_google/2282.png
♨️🌇,dry critique,U+2668 U+FE0F U+1F307,0,6,./generated_img_dataset/train_google/2283.png
❌💦🎨,dry critique,U+274C U+1F4A6 U+1F3A8,0,6,./generated_img_dataset/train_google/2284.png
🌵🥵🥵🥵🥵,dry critique,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,./generated_img_dataset/train_google/2285.png
👋🙄,dry critique,U+1F44B U+1F644,0,6,./generated_img_dataset/train_google/2286.png
🖌️🙅💦,dry critique,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,./generated_img_dataset/train_google/2287.png
🖌️🙅💦,dry critique,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,./generated_img_dataset/train_google/2288.png
🌪️🎨,dry critique,U+1F32A U+FE0F U+1F3A8,0,6,./generated_img_dataset/train_google/2289.png
🖌️🙅💦,dry greeting,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,./generated_img_dataset/train_google/2290.png
🥵🏜️🚫🆒,dry greeting,U+1F975 U+1F3DC U+FE0F U+1F6AB U+1F192,0,6,./generated_img_dataset/train_google/2291.png
⛱️🏝️,dry greeting,U+26F1 U+FE0F U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/2292.png
☀️☀️☀️🥵,dry greeting,U+2600 U+FE0F U+2600 U+FE0F U+2600 U+FE0F U+1F975,0,6,./generated_img_dataset/train_google/2293.png
😩🙄✍🏻📝,dry greeting,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,./generated_img_dataset/train_google/2294.png
🌵🌡️,dry greeting,U+1F335 U+1F321 U+FE0F,0,6,./generated_img_dataset/train_google/2295.png
🏜️,dry greeting,U+1F3DC U+FE0F,0,6,./generated_img_dataset/train_google/2296.png
🖌️🙅💦,dry greeting,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,./generated_img_dataset/train_google/2297.png
☀️🤬,dry climate,U+2600 U+FE0F U+1F92C,0,6,./generated_img_dataset/train_google/2298.png
🏜️🏝️,dry climate,U+1F3DC U+FE0F U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/2299.png
😩🙄✍🏻📝,dry climate,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,./generated_img_dataset/train_google/2300.png
🙎‍♂️🗣️💬,dry climate,U+1F64E U+200D U+2642 U+FE0F U+1F5E3 U+FE0F U+1F4AC,0,6,./generated_img_dataset/train_google/2301.png
🏜️🥳,dry climate,U+1F3DC U+FE0F U+1F973,0,6,./generated_img_dataset/train_google/2302.png
😩🙄✍🏻📝,dry climate,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,./generated_img_dataset/train_google/2303.png
🌬️💅,dry climate,U+1F32C U+FE0F U+1F485,0,6,./generated_img_dataset/train_google/2304.png
☀️🎨,dry climate,U+2600 U+FE0F U+1F3A8,0,6,./generated_img_dataset/train_google/2305.png
✈️🏝️,foreign accent,U+2708 U+FE0F U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/2306.png
❓❓🌆,foreign accent,U+2753 U+2753 U+1F306,0,6,./generated_img_dataset/train_google/2307.png
✈️🏝️,foreign accent,U+2708 U+FE0F U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/2308.png
✈️🗺️,foreign accent,U+2708 U+FE0F U+1F5FA U+FE0F,0,6,./generated_img_dataset/train_google/2310.png
👽🏙️,foreign accent,U+1F47D U+1F3D9 U+FE0F,0,6,./generated_img_dataset/train_google/2311.png
👽🏙️,foreign accent,U+1F47D U+1F3D9 U+FE0F,0,6,./generated_img_dataset/train_google/2312.png
👽🏙️,foreign accent,U+1F47D U+1F3D9 U+FE0F,0,6,./generated_img_dataset/train_google/2313.png
🔊🤔❓❓,foreign nation,U+1F50A U+1F914 U+2753 U+2753,0,6,./generated_img_dataset/train_google/2314.png
✈️🗣️👂,foreign nation,U+2708 U+FE0F U+1F5E3 U+FE0F U+1F442,0,6,./generated_img_dataset/train_google/2315.png
👽🏙️,foreign nation,U+1F47D U+1F3D9 U+FE0F,0,6,./generated_img_dataset/train_google/2316.png
🔊🤔❓❓,foreign nation,U+1F50A U+1F914 U+2753 U+2753,0,6,./generated_img_dataset/train_google/2319.png
🔊🤔❓❓,foreign nation,U+1F50A U+1F914 U+2753 U+2753,0,6,./generated_img_dataset/train_google/2320.png
🔊🤔❓❓,foreign city,U+1F50A U+1F914 U+2753 U+2753,0,6,./generated_img_dataset/train_google/2322.png
✈️🗣️👂,foreign city,U+2708 U+FE0F U+1F5E3 U+FE0F U+1F442,0,6,./generated_img_dataset/train_google/2323.png
✈️🗣️👂,foreign city,U+2708 U+FE0F U+1F5E3 U+FE0F U+1F442,0,6,./generated_img_dataset/train_google/2325.png
🔊🤔❓❓,foreign city,U+1F50A U+1F914 U+2753 U+2753,0,6,./generated_img_dataset/train_google/2327.png
🗣️🤷‍♀️,foreign city,U+1F5E3 U+FE0F U+1F937 U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2329.png
❌🌶️👅,delicate china,U+274C U+1F336 U+FE0F U+1F445,0,6,./generated_img_dataset/train_google/2330.png
👅🤔,delicate china,U+1F445 U+1F914,0,6,./generated_img_dataset/train_google/2331.png
❌💪🏻🦋,delicate china,U+274C U+1F4AA U+1F3FB U+1F98B,0,6,./generated_img_dataset/train_google/2332.png
❌💪🏻🦋,delicate china,U+274C U+1F4AA U+1F3FB U+1F98B,0,6,./generated_img_dataset/train_google/2333.png
⚠️📦🗣️💬,delicate china,U+26A0 U+FE0F U+1F4E6 U+1F5E3 U+FE0F U+1F4AC,0,6,./generated_img_dataset/train_google/2334.png
⚠️📦😋,delicate china,U+26A0 U+FE0F U+1F4E6 U+1F60B,0,6,./generated_img_dataset/train_google/2335.png
⚠️📦😋,delicate china,U+26A0 U+FE0F U+1F4E6 U+1F60B,0,6,./generated_img_dataset/train_google/2336.png
